SNO,text,category,priority
407,"I am unable to access Email on my server, it shows error 0x80070005.",Software,high
408,Outlook fails to load on my tablet showing 0xC004F012.,Other,high
409,There is a problem with Outlook on the server. Error: ERR42.,Other,low
410,My printer stopped working when I tried to use Salesforce. Error displayed: TIMEOUT-22.,Other,critical
411,I can't log into Database from my mobile. It returns ERR-9999.,Other,high
412,"I am unable to access Email on my printer, it shows error 0xC004F012.",Hardware,high
413,My tablet stopped working when I tried to use Salesforce. Error displayed: AUTH-007.,Other,medium
414,I can't log into Email from my mobile. It returns ERR42.,Other,low
415,"I am unable to access Database on my router, it shows error FAIL-101.",Hardware,high
416,Salesforce keeps crashing on my laptop. Code FAIL-101.,Account,high
417,My printer stopped working when I tried to use Database. Error displayed: NET-503.,Account,critical
418,There is a problem with Teams on the laptop. Error: TIMEOUT-22.,Other,critical
419,There is a problem with CRM Portal on the router. Error: FAIL-101.,Other,high
420,Outlook keeps crashing on my desktop. Code 0x80070005.,Account,high
421,Zoom fails to load on my printer showing AUTH-007.,Account,medium
422,"I am unable to access VPN on my mobile, it shows error ERR-9999.",Other,medium
423,CRM Portal keeps crashing on my printer. Code ERR42.,Account,medium
424,My server stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012.,Network,high
425,My laptop stopped working when I tried to use Teams. Error displayed: 0xC004F012.,Account,high
426,WiFi fails to load on my mobile showing ERR-9999.,Other,low
427,Teams keeps crashing on my router. Code AUTH-007.,Account,medium
428,Email fails to load on my server showing NET-503.,Hardware,critical
429,CRM Portal fails to load on my router showing 0x80070005.,Account,high
430,I can't log into Outlook from my mobile. It returns TIMEOUT-22.,Software,critical
431,Salesforce fails to load on my mobile showing FAIL-101.,Other,high
432,"I am unable to access WiFi on my desktop, it shows error ERR-9999.",Account,medium
433,Email keeps crashing on my printer. Code AUTH-007.,Account,medium
434,"I am unable to access Active Directory on my printer, it shows error ERR-9999.",Hardware,high
435,My tablet stopped working when I tried to use WiFi. Error displayed: AUTH-007.,Hardware,medium
436,My desktop stopped working when I tried to use WiFi. Error displayed: 0xC004F012.,Other,high
437,"I am unable to access WiFi on my mobile, it shows error 0xC004F012.",Account,high
438,My desktop stopped working when I tried to use Salesforce. Error displayed: ERR-9999.,Network,low
439,Teams fails to load on my router showing FAIL-101.,Network,high
440,I can't log into CRM Portal from my printer. It returns TIMEOUT-22.,Hardware,critical
441,Email keeps crashing on my router. Code 0xC004F012.,Other,high
442,There is a problem with WiFi on the tablet. Error: TIMEOUT-22.,Software,critical
443,My router stopped working when I tried to use CRM Portal. Error displayed: 0x80070005.,Software,high
444,"I am unable to access Zoom on my printer, it shows error 0xC004F012.",Software,high
445,My server stopped working when I tried to use Salesforce. Error displayed: FAIL-101.,Other,high
446,I can't log into Database from my printer. It returns 0x80070005.,Account,high
447,There is a problem with Zoom on the server. Error: NET-503.,Network,critical
448,VPN keeps crashing on my tablet. Code AUTH-007.,Network,medium
449,I can't log into Active Directory from my laptop. It returns ERR-9999.,Account,high
450,My mobile stopped working when I tried to use Outlook. Error displayed: 0xC004F012.,Other,high
451,Database keeps crashing on my mobile. Code 0xC004F012.,Other,high
452,I can't log into Outlook from my desktop. It returns 0x80070005.,Other,high
453,"I am unable to access Database on my desktop, it shows error NET-503.",Network,critical
454,I can't log into Email from my router. It returns TIMEOUT-22.,Hardware,critical
455,WiFi fails to load on my server showing ERR-9999.,Other,low
456,I can't log into Zoom from my mobile. It returns TIMEOUT-22.,Software,critical
457,"I am unable to access Active Directory on my printer, it shows error ERR42.",Account,critical
458,Email fails to load on my mobile showing AUTH-007.,Network,medium
459,My mobile stopped working when I tried to use Outlook. Error displayed: ERR42.,Other,low
460,There is a problem with Teams on the laptop. Error: 0x80070005.,Hardware,high
461,WiFi fails to load on my desktop showing 0x80070005.,Other,high
462,I can't log into Active Directory from my laptop. It returns ERR42.,Hardware,critical
463,I can't log into Email from my router. It returns FAIL-101.,Network,high
464,Email fails to load on my mobile showing ERR42.,Account,critical
465,Database fails to load on my tablet showing 0x80070005.,Other,high
466,"I am unable to access Salesforce on my laptop, it shows error FAIL-101.",Other,high
467,"I am unable to access Teams on my desktop, it shows error FAIL-101.",Account,high
468,I can't log into Outlook from my desktop. It returns ERR-9999.,Software,high
469,VPN fails to load on my router showing 0xC004F012.,Hardware,high
470,Outlook fails to load on my tablet showing TIMEOUT-22.,Other,critical
471,"I am unable to access Zoom on my tablet, it shows error FAIL-101.",Other,high
472,I can't log into WiFi from my router. It returns NET-503.,Other,critical
473,Salesforce keeps crashing on my server. Code FAIL-101.,Account,high
474,Database keeps crashing on my desktop. Code TIMEOUT-22.,Account,critical
475,My printer stopped working when I tried to use WiFi. Error displayed: TIMEOUT-22.,Software,critical
476,CRM Portal keeps crashing on my server. Code ERR42.,Account,critical
477,Active Directory fails to load on my tablet showing FAIL-101.,Other,high
478,"I am unable to access Database on my printer, it shows error AUTH-007.",Software,medium
479,My desktop stopped working when I tried to use WiFi. Error displayed: AUTH-007.,Account,medium
480,Database fails to load on my laptop showing NET-503.,Other,critical
481,I can't log into Email from my tablet. It returns 0xC004F012.,Account,high
482,"I am unable to access VPN on my tablet, it shows error NET-503.",Account,critical
483,CRM Portal keeps crashing on my printer. Code FAIL-101.,Other,high
484,I can't log into Active Directory from my router. It returns NET-503.,Software,critical
485,There is a problem with VPN on the laptop. Error: ERR42.,Hardware,medium
486,WiFi fails to load on my laptop showing ERR42.,Other,critical
487,Salesforce keeps crashing on my mobile. Code 0xC004F012.,Account,high
488,Outlook keeps crashing on my printer. Code FAIL-101.,Account,high
489,"I am unable to access Database on my mobile, it shows error 0x80070005.",Account,high
490,"I am unable to access Email on my laptop, it shows error ERR-9999.",Software,low
491,Email keeps crashing on my server. Code 0xC004F012.,Other,high
492,My printer stopped working when I tried to use Database. Error displayed: ERR-9999.,Account,medium
493,I can't log into Email from my router. It returns TIMEOUT-22.,Hardware,critical
494,I can't log into Outlook from my server. It returns TIMEOUT-22.,Software,critical
495,I can't log into VPN from my mobile. It returns ERR-9999.,Other,critical
496,I can't log into Teams from my laptop. It returns TIMEOUT-22.,Account,critical
497,Active Directory keeps crashing on my desktop. Code ERR42.,Other,low
498,VPN fails to load on my mobile showing FAIL-101.,Hardware,high
499,CRM Portal fails to load on my mobile showing FAIL-101.,Account,high
500,My tablet stopped working when I tried to use Email. Error displayed: ERR42.,Account,critical
501,There is a problem with Teams on the server. Error: NET-503.,Account,critical
502,Outlook keeps crashing on my printer. Code ERR-9999.,Account,critical
503,My mobile stopped working when I tried to use Database. Error displayed: NET-503.,Network,critical
504,Teams keeps crashing on my tablet. Code TIMEOUT-22.,Other,critical
505,Database fails to load on my laptop showing 0xC004F012.,Account,high
506,My printer stopped working when I tried to use Zoom. Error displayed: 0xC004F012.,Software,high
507,"I am unable to access WiFi on my router, it shows error 0x80070005.",Software,high
508,CRM Portal keeps crashing on my desktop. Code 0xC004F012.,Account,high
509,There is a problem with WiFi on the router. Error: AUTH-007.,Account,medium
510,My mobile stopped working when I tried to use CRM Portal. Error displayed: 0x80070005.,Account,high
511,"I am unable to access WiFi on my server, it shows error NET-503.",Other,critical
512,Email keeps crashing on my printer. Code ERR-9999.,Account,critical
513,"I am unable to access Zoom on my tablet, it shows error 0xC004F012.",Other,high
514,There is a problem with Zoom on the router. Error: NET-503.,Network,critical
515,I can't log into Active Directory from my tablet. It returns TIMEOUT-22.,Other,critical
516,My router stopped working when I tried to use Outlook. Error displayed: 0xC004F012.,Hardware,high
517,My printer stopped working when I tried to use WiFi. Error displayed: ERR42.,Account,medium
518,CRM Portal keeps crashing on my router. Code TIMEOUT-22.,Hardware,critical
519,VPN keeps crashing on my server. Code AUTH-007.,Software,medium
520,I can't log into Database from my desktop. It returns ERR42.,Software,medium
521,I can't log into VPN from my mobile. It returns 0x80070005.,Other,high
522,My printer stopped working when I tried to use Teams. Error displayed: 0x80070005.,Other,high
523,I can't log into Outlook from my tablet. It returns NET-503.,Network,critical
524,I can't log into Teams from my router. It returns AUTH-007.,Account,medium
525,Teams fails to load on my tablet showing AUTH-007.,Other,medium
526,"I am unable to access Email on my router, it shows error AUTH-007.",Software,medium
527,Database keeps crashing on my server. Code 0x80070005.,Software,high
528,Zoom keeps crashing on my router. Code TIMEOUT-22.,Account,critical
529,CRM Portal fails to load on my router showing 0xC004F012.,Account,high
530,Active Directory keeps crashing on my tablet. Code AUTH-007.,Other,medium
531,"I am unable to access Zoom on my server, it shows error 0xC004F012.",Other,high
532,"I am unable to access Database on my router, it shows error ERR42.",Account,low
533,"I am unable to access Outlook on my laptop, it shows error 0x80070005.",Account,high
534,There is a problem with Outlook on the tablet. Error: TIMEOUT-22.,Network,critical
535,Database fails to load on my mobile showing FAIL-101.,Software,high
536,There is a problem with Teams on the server. Error: 0x80070005.,Hardware,high
537,I can't log into WiFi from my desktop. It returns AUTH-007.,Network,medium
538,"I am unable to access Outlook on my printer, it shows error TIMEOUT-22.",Other,critical
539,My desktop stopped working when I tried to use Active Directory. Error displayed: TIMEOUT-22.,Hardware,critical
540,I can't log into WiFi from my server. It returns TIMEOUT-22.,Other,critical
541,My server stopped working when I tried to use Database. Error displayed: NET-503.,Network,critical
